OrphaCode,Name,Linearization Class
228140,"Idiopathic ventricular fibrillation, non Brugada type",Rare cardiac disease
422,Idiopathic/heritable pulmonary arterial hypertension,Rare respiratory disease
555905,IgA pemphigus,Rare skin disease
449400,IgG4-related aortitis,Rare abdominal surgical disease
79078,IgG4-related dacryoadenitis and sialadenitis,Rare systemic or rheumatologic disease
449395,IgG4-related kidney disease,Rare renal disease
63999,IgG4-related mediastinitis,Rare respiratory disease
238593,IgG4-related mesenteritis,Rare abdominal surgical disease
449563,IgG4-related ophthalmic disease,Rare ophthalmic disorder
449427,IgG4-related pachymeningitis,Rare neurologic disease
49041,IgG4-related retroperitoneal fibrosis,Rare abdominal surgical disease
447764,IgG4-related sclerosing cholangitis,Rare hepatic disease
449432,IgG4-related submandibular gland disease,Rare otorhinolaryngologic disease
596448,IgG4-related systemic disease,Rare systemic or rheumatologic disease
64744,IgG4-related thyroid disease,Rare endocrine disease
477661,IL21-related infantile inflammatory bowel disease,Rare gastroenterologic disease
100078,Ileal neuroendocrine tumor,Rare neoplastic disease
238621,Ileal pouch anal anastomosis related faecal incontinence,Rare gastroenterologic disease
85173,IMAGe syndrome,Rare developmental defect during embryogenesis
35858,Imerslund-Gräsbeck syndrome,Rare hematologic disease
42062,Iminoglycinuria,Rare inborn errors of metabolism
619941,Immune deficiency due to impaired neutrophil phagocytosis and migration,Rare immune disease
238569,Immune dysregulation-inflammatory bowel disease-arthritis-recurrent infections syndrome,Rare gastroenterologic disease
529977,Immune dysregulation-inflammatory bowel disease-arthritis-recurrent infections-lymphopenia syndrome,Rare gastroenterologic disease
37042,Immune dysregulation-polyendocrinopathy-enteropathy-X-linked syndrome,Rare immune disease
364013,Immune hydrops fetalis,Rare developmental defect during embryogenesis
3002,Immune thrombocytopenia,Rare hematologic disease
206569,Immune-mediated necrotizing myopathy,Rare neurologic disease
648681,Immune-mediated scleritis,Rare ophthalmic disorder
93585,Immune-mediated thrombotic thrombocytopenic purpura,Rare hematologic disease
34592,Immunodeficiency by defective expression of MHC class I,Rare immune disease
572,Immunodeficiency by defective expression of MHC class II,Rare immune disease
169147,Immunodeficiency due to a classical component pathway complement deficiency,Rare immune disease
169150,Immunodeficiency due to a late component of complement deficiency,Rare immune disease
169100,Immunodeficiency due to CD25 deficiency,Rare immune disease
331190,Immunodeficiency due to ficolin3 deficiency,Rare immune disease
70592,Immunodeficiency due to interleukin-1 receptor-associated kinase-4 deficiency,Rare immune disease
331187,Immunodeficiency due to MASP-2 deficiency,Rare immune disease
70593,Immunodeficiency due to selective anti-polysaccharide antibody deficiency,Rare immune disease
200421,Immunodeficiency with factor H anomaly,Rare immune disease
200418,Immunodeficiency with factor I anomaly,Rare immune disease
761,Immunoglobulin A vasculitis,Rare systemic or rheumatologic disease
169110,Immunoglobulin heavy chain deficiency,Rare immune disease
329903,Immunoglobulin-mediated membranoproliferative glomerulonephritis,Rare renal disease
97567,Immunotactoid glomerulopathy,Rare renal disease
641350,Immunotherapy induced hypophysitis,Rare endocrine disease
2759,Imperforate oropharynx-costovertebral anomalies syndrome,Rare developmental defect during embryogenesis
45453,Incessant infant ventricular tachycardia,Rare cardiac disease
52430,Inclusion body myopathy with Paget disease of bone and frontotemporal dementia,Rare neurologic disease
611,Inclusion body myositis,Rare neurologic disease
596941,Incomplete septal cirrhosis,Rare hepatic disease
464,Incontinentia pigmenti,Rare developmental defect during embryogenesis
158019,Indeterminate cell histiocytosis,Rare skin disease
98848,Indolent systemic mastocytosis,Rare neoplastic disease
1909,Indomethacin embryofetopathy,Rare developmental defect during embryogenesis
70587,Infant acute respiratory distress syndrome,Rare respiratory disease
178478,Infant botulism,Rare infectious disease
70590,Infantile apnea,Rare respiratory disease
313850,Infantile cerebellar-retinal degeneration,Rare neurologic disease
402364,Infantile cerebral and cerebellar atrophy with postnatal progressive microcephaly,Rare neurologic disease
1313,Infantile choroidocerebral calcification syndrome,Rare neurologic disease
31709,Infantile convulsions and choreoathetosis,Rare neurologic disease
199267,Infantile digital fibromatosis,Rare neoplastic disease
238455,Infantile dystonia-parkinsonism,Rare neurologic disease
364063,Infantile epileptic-dyskinetic encephalopathy,Rare neurologic disease
289860,Infantile glycine encephalopathy,Rare neurologic disease
352563,Infantile hypertrophic cardiomyopathy due to MRPL44 deficiency,Rare cardiac disease
247651,Infantile hypophosphatasia,Rare bone disease
522077,Infantile hypotonia-oculomotor anomalies-hyperkinetic movements-developmental delay syndrome,Rare neurologic disease
565788,Infantile inflammatory bowel disease with neurological involvement,Rare gastroenterologic disease
206436,Infantile Krabbe disease,Rare inborn errors of metabolism
247165,Infantile mercury poisoning,Rare disorder due to toxic effects
456312,Infantile multisystem neurologic-endocrine-pancreatic disease,Rare developmental defect during embryogenesis
2591,Infantile myofibromatosis,Rare skin disease
93591,Infantile nephronophthisis,Rare renal disease
411629,Infantile nephropathic cystinosis,Rare inborn errors of metabolism
35069,Infantile neuroaxonal dystrophy,Rare neurologic disease
641353,Infantile neurodegeneration-progressive spasticity-intellectual disability-white matter lesions syndrome,Rare neurologic disease
79263,Infantile neuronal ceroid lipofuscinosis,Rare neurologic disease
77292,Infantile neurovisceral acid sphingomyelinase deficiency,Rare inborn errors of metabolism
251304,Infantile onset panniculitis with uveitis and systemic granulomatosis,Rare systemic or rheumatologic disease
85179,Infantile osteopetrosis with neuroaxonal dysplasia,Rare bone disease
772,Infantile Refsum disease,Rare inborn errors of metabolism
3451,Infantile spasms syndrome,Rare neurologic disease
3173,Infantile spasms-broad thumbs syndrome,Rare neurologic disease
263410,Infantile spasms-psychomotor retardation-progressive brain atrophy-basal ganglia disease syndrome,Rare developmental defect during embryogenesis
2176,Infantile systemic hyalinosis,Rare bone disease
293168,Infantile-onset ascending hereditary spastic paralysis,Rare neurologic disease
284332,Infantile-onset autosomal recessive nonprogressive cerebellar ataxia,Rare neurologic disease
457205,Infantile-onset axonal motor and sensory neuropathy-optic atrophy-neurodegenerative syndrome,Rare neurologic disease
494526,Infantile-onset generalized dyskinesia with orofacial involvement,Rare neurologic disease
391316,Infantile-onset mesial temporal lobe epilepsy with severe cognitive regression,Rare neurologic disease
500062,Infantile-onset periodic fever-panniculitis-dermatosis syndrome,Rare systemic or rheumatologic disease
572428,Infantile-onset pulmonary alveolar proteinosis-hypogammaglobulinemia,Rare respiratory disease
1186,Infantile-onset spinocerebellar ataxia,Rare neurologic disease
1145,Infantile-onset X-linked spinal muscular atrophy,Rare developmental defect during embryogenesis
544482,Infection-related hemolytic uremic syndrome,Rare renal disease
279922,Infectious anterior uveitis,Rare ophthalmic disorder
137593,Infectious epithelial keratitis,Rare ophthalmic disorder
279925,Infectious panuveitis,Rare ophthalmic disorder
279919,Infectious posterior uveitis,Rare ophthalmic disorder
648665,Infectious scleritis,Rare ophthalmic disorder
289347,Infective dermatitis associated with HTLV-1,Rare infectious disease
570762,Infective endocarditis,Rare infectious disease
99123,Inferior vena cava interruption without azygos continuation,Rare developmental defect during embryogenesis
529980,Inflammatory bowel disease-recurrent sinopulmonary infections syndrome,Rare gastroenterologic disease
79466,Inflammatory linear verrucous epidermal nevus,Rare skin disease
178342,Inflammatory myofibroblastic tumor,Rare neoplastic disease
247718,Inflammatory myopathy with abundant macrophages,Rare neurologic disease
90003,Inflammatory pseudotumor of the liver,Rare hepatic disease
238305,Infundibulo-neurohypophysitis,Rare endocrine disease
247257,Inhalational anthrax,Rare infectious disease
254504,Inhalational botulism,Rare infectious disease
319465,Inherited acute myeloid leukemia,Rare neoplastic disease
319462,Inherited cancer-predisposing syndrome due to biallelic BRCA2 mutations,Rare neoplastic disease
210141,Inherited congenital spastic tetraplegia,Rare neurologic disease
282166,Inherited Creutzfeldt-Jakob disease,Rare neurologic disease
289548,Inherited isolated adrenal insufficiency due to partial CYP11A1 deficiency,Rare endocrine disease
63259,Iniencephaly,Rare developmental defect during embryogenesis
411593,Insulin autoimmune syndrome,Rare endocrine disease
97279,Insulinoma,Rare endocrine disease
2297,Insulin-resistance syndrome type A,Rare endocrine disease
2298,Insulin-resistance syndrome type B,Rare endocrine disease
464311,Intellectual disability syndrome due to a DYRK1A point mutation,Rare developmental defect during embryogenesis
166108,"Intellectual disability, Birk-Barel type",Rare developmental defect during embryogenesis
3079,"Intellectual disability, Buenos-Aires type",Rare developmental defect during embryogenesis
3080,"Intellectual disability, Wolff type",Rare developmental defect during embryogenesis
289483,Intellectual disability-alacrima-achalasia syndrome,Rare developmental defect during embryogenesis
529965,Intellectual disability-autism-speech apraxia-craniofacial dysmorphism syndrome,Rare developmental defect during embryogenesis
3041,Intellectual disability-balding-patella luxation-acromicria syndrome,Rare developmental defect during embryogenesis
364577,Intellectual disability-brachydactyly-Pierre Robin syndrome,Rare developmental defect during embryogenesis
508498,Intellectual disability-cardiac anomalies-short stature-joint laxity syndrome,Rare developmental defect during embryogenesis
3042,Intellectual disability-cataracts-calcified pinnae-myopathy syndrome,Rare neurologic disease
397709,Intellectual disability-coarse face-macrocephaly-cerebellar hypotrophy syndrome,Rare developmental defect during embryogenesis
329224,Intellectual disability-craniofacial dysmorphism-cryptorchidism syndrome,Rare developmental defect during embryogenesis
3454,Intellectual disability-developmental delay-contractures syndrome,Rare developmental defect during embryogenesis
3044,Intellectual disability-dysmorphism-hypogonadism-diabetes mellitus syndrome,Rare developmental defect during embryogenesis
633035,Intellectual disability-early-onset cataract-microcephaly syndrome,Rare developmental defect during embryogenesis
468620,Intellectual disability-epilepsy-extrapyramidal syndrome,Rare neurologic disease
436151,Intellectual disability-expressive aphasia-facial dysmorphism syndrome,Rare neurologic disease
404440,Intellectual disability-facial dysmorphism syndrome due to SETD5 haploinsufficiency,Rare developmental defect during embryogenesis
370010,Intellectual disability-facial dysmorphism-hand anomalies syndrome,Rare developmental defect during embryogenesis
369847,Intellectual disability-hyperkinetic movement-truncal ataxia syndrome,Rare neurologic disease
1495,Intellectual disability-hypoplastic corpus callosum-preauricular tag syndrome,Rare developmental defect during embryogenesis
314575,Intellectual disability-hypotonia-brachycephaly-pyloric stenosis-cryptorchidism syndrome,Rare developmental defect during embryogenesis
457279,Intellectual disability-macrocephaly-hypotonia-behavioral abnormalities syndrome,Rare developmental defect during embryogenesis
457365,Intellectual disability-muscle weakness-short stature-facial dysmorphism syndrome,Rare developmental defect during embryogenesis
3068,Intellectual disability-myopathy-short stature-endocrine defect syndrome,Rare developmental defect during embryogenesis
352530,Intellectual disability-obesity-brain malformations-facial dysmorphism syndrome,Rare developmental defect during embryogenesis
397973,Intellectual disability-obesity-prognathism-eye and skin anomalies syndrome,Rare developmental defect during embryogenesis
3082,Intellectual disability-polydactyly-uncombable hair syndrome,Rare developmental defect during embryogenesis
513456,Intellectual disability-seizures-abnormal gait-facial dysmorphism syndrome,Rare developmental defect during embryogenesis
369837,Intellectual disability-seizures-hypophosphatasia-ophthalmic-skeletal anomalies syndrome,Rare neurologic disease
369950,Intellectual disability-seizures-macrocephaly-obesity syndrome,Rare developmental defect during embryogenesis
391372,Intellectual disability-severe speech delay-mild dysmorphism syndrome,Rare neurologic disease
